Date,Open,Close,High,Low,Volume,macd,macd_h,macd_s,rs,rsi,SMA_50,SMA_200,Output
2015-02-19,261.97,259.5,262.47,255.73,6980185,3.93,2.01,1.92,1.77,63.94,246.63,237.1,0.0
2015-02-20,258.33,264.03,265.27,256.23,8931408,4.62,2.15,2.46,2.07,67.44,246.65,237.28,0.0
2015-02-23,263.33,260.17,265.87,259.5,5852227,4.79,1.86,2.93,1.63,61.93,246.59,237.45,0.0
2015-02-24,261.33,263.8,265.33,259.1,8238781,5.17,1.79,3.38,1.84,64.84,246.58,237.63,0.0
2015-02-25,265.07,266.47,266.67,262.3,15751801,5.61,1.79,3.82,2.02,66.84,246.63,237.83,0.0
2015-02-26,265.27,263.77,267.6,261.3,11702547,5.68,1.49,4.2,1.7,62.93,246.67,238.0,0.0
2015-02-27,263.2,262.47,264.43,256.03,34417138,5.57,1.1,4.47,1.57,61.08,246.85,238.15,0.0
2015-03-02,238.67,228.83,238.67,228.0,50722677,2.73,-1.39,4.12,0.5,33.55,246.47,238.14,0.0
2015-03-03,229.0,227.7,230.33,226.0,44994019,0.39,-2.99,3.38,0.49,33.02,246.02,238.14,0.0
2015-03-04,230.0,229.5,233.87,228.6,32171962,-1.31,-3.75,2.44,0.53,34.81,245.7,238.14,0.0
2015-03-05,231.33,230.83,232.73,227.8,20499397,-2.51,-3.96,1.45,0.57,36.17,245.32,238.09,0.0
2015-03-09,229.13,225.57,229.93,224.83,16301916,-3.85,-4.24,0.39,0.5,33.22,244.84,238.02,0.0
2015-03-10,226.67,225.7,228.47,223.4,13036884,-4.85,-4.19,-0.66,0.5,33.36,244.4,237.93,0.0
2015-03-11,226.9,225.47,227.13,225.03,12702703,-5.59,-3.94,-1.64,0.5,33.23,244.01,237.83,0.0
2015-03-12,226.03,231.1,232.17,225.87,27323128,-5.66,-3.21,-2.45,0.66,39.76,243.7,237.79,0.0
2015-03-13,232.2,226.27,233.33,224.47,15651522,-6.03,-2.87,-3.16,0.57,36.46,243.31,237.8,0.0
2015-03-16,227.33,223.6,227.73,223.33,8595247,-6.47,-2.64,-3.82,0.53,34.75,242.87,237.78,0.0
2015-03-17,226.33,226.67,227.1,224.17,10940511,-6.49,-2.13,-4.36,0.62,38.34,242.51,237.78,0.0
2015-03-18,227.5,224.43,227.5,224.0,8757088,-6.62,-1.81,-4.81,0.58,36.75,242.08,237.74,0.0
2015-03-19,225.67,222.23,227.23,221.0,10462350,-6.81,-1.6,-5.21,0.54,35.21,241.6,237.71,0.0
2015-03-20,222.47,218.3,222.47,217.6,10572912,-7.2,-1.59,-5.61,0.48,32.57,241.16,237.66,0.0
2015-03-23,217.57,218.27,219.87,216.67,11393547,-7.43,-1.46,-5.97,0.48,32.55,240.81,237.6,0.0
2015-03-24,218.07,217.7,219.87,217.33,10715485,-7.57,-1.28,-6.29,0.47,32.15,240.33,237.55,0.0
2015-03-25,219.1,217.83,219.1,217.33,7249756,-7.58,-1.03,-6.55,0.48,32.36,239.93,237.49,0.0
2015-03-26,217.33,214.93,219.3,213.73,24193096,-7.73,-0.95,-6.79,0.43,30.16,239.46,237.43,0.0
2015-03-27,216.0,211.67,216.83,210.07,21403252,-8.02,-0.99,-7.03,0.39,27.86,238.89,237.37,0.0
2015-03-30,213.1,218.37,219.67,213.1,16516767,-7.63,-0.48,-7.15,0.62,38.26,238.62,237.35,0.0
2015-03-31,219.2,217.23,219.2,216.0,12279565,-7.32,-0.14,-7.19,0.59,37.27,238.19,237.33,0.0
2015-04-01,217.23,221.63,222.0,216.1,10839778,-6.65,0.43,-7.08,0.76,43.34,237.83,237.32,0.0
2015-04-06,219.57,227.33,227.77,219.4,19315927,-5.59,1.19,-6.78,1.0,50.07,237.59,237.34,0.0
2015-04-07,227.4,227.07,228.67,224.67,10549575,-4.71,1.65,-6.37,0.99,49.78,237.18,237.35,0.0
2015-04-08,228.0,230.83,231.3,227.67,12381639,-3.68,2.15,-5.83,1.17,53.94,237.1,237.38,0.0
2015-04-09,231.27,231.43,232.63,229.33,7667536,-2.77,2.44,-5.22,1.2,54.58,237.05,237.42,0.0
2015-04-10,231.33,231.1,231.73,228.17,5593371,-2.06,2.52,-4.59,1.18,54.13,237.01,237.47,0.0
2015-04-13,231.33,234.33,234.93,229.9,10891653,-1.22,2.69,-3.91,1.37,57.8,236.9,237.53,0.0
2015-04-15,236.0,236.63,239.07,234.27,17492244,-0.37,2.84,-3.2,1.52,60.24,236.8,237.59,0.0
2015-04-16,235.23,233.4,237.6,231.1,7865737,0.05,2.6,-2.55,1.24,55.4,236.53,237.64,0.0
2015-04-17,233.67,234.57,235.5,231.8,8807338,0.47,2.42,-1.95,1.31,56.76,236.31,237.7,0.0
2015-04-20,234.73,227.93,234.73,227.07,11275531,0.26,1.77,-1.51,0.92,47.86,236.06,237.72,0.0
2015-04-21,227.9,227.97,232.47,227.33,10890328,0.1,1.29,-1.19,0.92,47.92,235.74,237.74,0.0
2015-04-22,226.67,228.93,230.0,225.7,10768515,0.05,0.99,-0.94,0.97,49.25,235.41,237.84,0.0
2015-04-23,228.93,228.07,231.0,225.53,8924629,-0.06,0.7,-0.76,0.93,48.06,235.06,237.91,0.0
2015-04-24,228.0,231.97,233.3,227.43,17318818,0.16,0.74,-0.58,1.15,53.53,234.72,238.01,0.0
2015-04-27,232.6,229.9,234.53,229.47,9371889,0.17,0.6,-0.43,1.02,50.49,234.41,238.11,0.0
2015-04-28,229.93,225.03,230.0,222.4,10686607,-0.21,0.18,-0.38,0.79,44.14,233.98,238.17,0.0
2015-04-29,223.37,218.77,224.0,218.2,10091041,-1.0,-0.5,-0.51,0.6,37.6,233.4,238.18,0.0
2015-04-30,218.53,214.9,218.93,214.13,20037666,-1.93,-1.13,-0.79,0.52,34.23,232.76,238.17,0.0
2015-05-04,215.6,220.13,220.6,213.4,7209372,-2.21,-1.13,-1.07,0.72,41.83,232.12,238.17,0.0
2015-05-05,219.07,217.5,219.33,215.73,13458043,-2.61,-1.23,-1.38,0.65,39.36,231.28,238.15,0.0
2015-05-06,217.33,212.23,218.57,210.8,20211861,-3.32,-1.55,-1.77,0.54,34.92,230.28,238.1,0.0
2015-05-07,212.33,215.03,215.8,210.4,10601880,-3.62,-1.48,-2.14,0.64,38.87,229.39,238.06,0.0
2015-05-08,217.03,218.67,219.53,215.1,12156900,-3.52,-1.1,-2.42,0.77,43.65,228.48,238.04,0.0
2015-05-11,220.0,217.63,220.5,216.27,8795974,-3.48,-0.85,-2.63,0.74,42.63,227.63,237.99,0.0
2015-05-12,218.33,216.17,218.67,215.4,14296276,-3.53,-0.72,-2.81,0.7,41.16,226.68,237.93,0.0
2015-05-13,217.9,218.57,219.87,214.0,10627956,-3.33,-0.42,-2.91,0.8,44.53,225.72,237.87,0.0
2015-05-14,218.0,216.47,218.0,214.93,8038297,-3.31,-0.32,-2.99,0.73,42.25,224.78,237.8,0.0
2015-05-15,216.73,217.6,218.6,216.57,5449191,-3.17,-0.14,-3.03,0.78,43.92,223.88,237.75,0.0
2015-05-18,218.2,222.0,222.6,217.5,6909570,-2.67,0.29,-2.96,1.0,49.96,223.74,237.71,0.0
2015-05-19,221.17,221.7,223.93,220.5,8570938,-2.27,0.55,-2.82,0.98,49.57,223.62,237.67,0.0
2015-05-20,221.67,221.3,222.8,220.33,5162050,-1.96,0.69,-2.65,0.96,49.02,223.46,237.63,0.0
2015-05-21,222.0,218.27,222.27,217.33,7181827,-1.94,0.57,-2.51,0.82,44.93,223.21,237.56,0.0
2015-05-22,219.33,219.43,222.17,216.97,12481645,-1.81,0.56,-2.37,0.88,46.76,223.09,237.48,0.0
2015-05-25,214.3,211.2,216.33,210.93,23429841,-2.34,0.02,-2.36,0.59,37.29,222.8,237.35,0.0
2015-05-26,211.67,209.33,211.67,208.5,11023632,-2.88,-0.42,-2.47,0.55,35.53,222.47,237.21,0.0
2015-05-27,210.0,211.8,212.5,209.33,9133684,-3.08,-0.49,-2.59,0.66,39.59,222.09,237.08,0.0
2015-05-28,212.07,214.3,214.97,211.0,19995216,-2.99,-0.32,-2.67,0.77,43.47,221.85,236.96,0.0
2015-05-29,214.67,218.07,219.97,212.43,19800852,-2.59,0.06,-2.65,0.95,48.8,221.74,236.85,0.0
2015-06-01,217.0,221.37,222.5,217.0,10060566,-1.99,0.53,-2.52,1.13,52.99,221.63,236.77,0.0
2015-06-02,219.27,212.43,219.53,211.73,10848667,-2.2,0.25,-2.46,0.75,42.79,221.39,236.67,0.0
2015-06-03,209.2,202.93,209.23,200.4,20673919,-3.1,-0.52,-2.59,0.54,35.06,221.0,236.5,0.0
2015-06-04,203.33,201.07,204.43,198.8,11005213,-3.92,-1.07,-2.85,0.51,33.78,220.66,236.32,0.0
2015-06-05,200.97,202.87,205.27,196.67,16952341,-4.38,-1.22,-3.16,0.57,36.21,220.35,236.18,0.0
2015-06-08,204.67,202.9,205.5,201.5,10292947,-4.68,-1.22,-3.46,0.57,36.26,220.06,236.04,0.0
2015-06-09,201.27,200.4,202.0,199.8,9910851,-5.06,-1.28,-3.78,0.52,34.23,219.71,235.88,0.0
2015-06-10,200.4,200.73,202.27,199.07,9495678,-5.28,-1.2,-4.08,0.53,34.75,219.42,235.73,0.0
2015-06-11,201.33,198.03,201.33,196.8,11093535,-5.61,-1.22,-4.39,0.48,32.49,219.15,235.56,0.0
2015-06-12,197.87,198.37,200.1,196.67,8332143,-5.77,-1.11,-4.66,0.49,33.08,218.75,235.36,0.0
2015-06-15,198.0,199.0,201.83,196.0,8358516,-5.78,-0.89,-4.89,0.52,34.22,218.39,235.17,0.0
2015-06-16,198.67,199.3,200.1,196.83,7925889,-5.7,-0.65,-5.05,0.53,34.8,217.94,235.0,0.0
2015-06-17,199.0,200.73,202.07,198.17,10478310,-5.46,-0.33,-5.13,0.6,37.59,217.41,234.84,0.0
2015-06-18,200.8,201.27,202.93,200.13,10877230,-5.16,-0.03,-5.14,0.63,38.66,216.89,234.69,0.0
2015-06-19,201.87,203.33,203.63,201.6,8432328,-4.71,0.34,-5.05,0.74,42.68,216.34,234.56,0.0
2015-06-22,204.13,206.93,208.1,203.13,6930591,-4.01,0.83,-4.84,0.96,48.99,215.85,234.45,0.0
2015-06-23,206.93,209.7,210.0,205.07,7304830,-3.2,1.32,-4.52,1.14,53.25,215.42,234.33,0.0
2015-06-24,210.13,209.1,212.07,207.37,7095483,-2.58,1.55,-4.13,1.09,52.23,214.92,234.2,0.0
2015-06-25,207.07,208.23,210.3,206.5,10481764,-2.13,1.6,-3.73,1.03,50.72,214.35,234.07,0.0
2015-06-26,208.23,205.3,208.23,204.7,5303367,-1.98,1.4,-3.38,0.85,45.9,213.79,233.91,0.0
2015-06-29,203.47,206.63,207.3,202.5,9358834,-1.74,1.31,-3.05,0.93,48.3,213.23,233.77,0.0
2015-06-30,206.8,210.1,211.23,205.37,11208213,-1.26,1.44,-2.69,1.18,54.04,212.87,233.64,0.0
2015-07-01,210.17,209.07,210.93,208.33,8522590,-0.94,1.4,-2.34,1.09,52.19,212.5,233.52,0.0
2015-07-02,209.4,210.03,211.53,209.0,6318825,-0.61,1.38,-2.0,1.16,53.78,212.12,233.41,0.0
2015-07-03,209.53,210.4,211.27,208.23,4932244,-0.32,1.34,-1.66,1.19,54.4,211.76,233.29,0.0
2015-07-06,208.6,212.27,212.43,208.0,4255447,0.07,1.38,-1.31,1.36,57.55,211.37,233.17,0.0
2015-07-07,212.43,211.57,212.87,210.73,7314093,0.31,1.3,-0.99,1.27,55.99,211.0,233.03,0.0
2015-07-08,210.1,208.63,210.67,206.27,11181192,0.27,1.01,-0.74,1.0,49.89,210.68,232.91,0.0
2015-07-09,208.53,207.07,209.93,206.57,6463005,0.1,0.67,-0.57,0.89,46.96,210.44,232.77,0.0
2015-07-10,206.0,206.6,207.8,204.37,7216086,-0.06,0.41,-0.47,0.85,46.09,210.28,232.62,0.0
2015-07-13,208.67,209.73,210.93,205.97,6378112,0.06,0.42,-0.36,1.1,52.45,210.07,232.5,0.0
2015-07-14,209.3,208.2,211.0,207.1,5262649,0.03,0.31,-0.28,0.98,49.38,209.88,232.36,0.0
2015-07-15,207.57,209.33,210.13,207.57,5476899,0.1,0.3,-0.21,1.07,51.63,209.82,232.22,0.0
2015-07-16,209.87,211.97,213.27,208.2,5621997,0.36,0.45,-0.1,1.3,56.5,209.76,232.09,0.0
2015-07-17,212.37,214.87,215.93,211.77,5906158,0.79,0.71,0.08,1.57,61.13,209.69,231.96,0.0
2015-07-20,214.53,213.67,215.63,212.8,4762983,1.02,0.75,0.27,1.4,58.36,209.61,231.8,0.0
2015-07-21,213.67,208.93,214.97,208.33,6807573,0.82,0.44,0.38,0.96,48.94,209.46,231.61,0.0
2015-07-22,208.07,209.67,211.97,207.13,7761358,0.71,0.26,0.45,1.01,50.29,209.28,231.4,0.0
2015-07-23,210.07,210.07,211.63,208.0,5422179,0.64,0.16,0.48,1.04,51.04,209.16,231.19,0.0
2015-07-24,210.0,209.7,210.4,208.33,4043730,0.56,0.06,0.5,1.01,50.28,209.0,231.0,0.0
2015-07-27,207.67,207.77,208.9,206.53,5118397,0.33,-0.14,0.46,0.87,46.41,208.71,230.82,0.0
2015-07-28,207.97,207.47,209.27,206.37,6543582,0.12,-0.28,0.4,0.85,45.82,208.43,230.62,0.0
2015-07-29,207.33,202.67,208.0,200.4,9357954,-0.43,-0.66,0.23,0.6,37.57,208.06,230.42,0.0
2015-07-30,202.67,210.63,211.9,200.0,19974736,-0.21,-0.36,0.14,1.12,52.76,207.9,230.27,0.0
2015-07-31,211.97,217.33,218.27,210.2,16320411,0.49,0.28,0.21,1.58,61.29,207.86,230.13,0.0
2015-08-03,217.33,221.03,222.33,216.73,14353090,1.33,0.89,0.44,1.86,65.05,208.06,230.02,0.0
2015-08-04,220.97,219.93,221.03,216.37,9935278,1.89,1.16,0.73,1.71,63.09,208.27,229.94,0.0
2015-08-05,219.93,221.2,222.03,217.73,5709988,2.4,1.34,1.06,1.81,64.42,208.46,229.88,0.0
2015-08-06,220.37,217.5,220.67,216.0,8460196,2.48,1.14,1.34,1.37,57.87,208.52,229.81,0.0
2015-08-07,216.0,216.3,217.07,214.67,4471840,2.42,0.86,1.56,1.27,55.88,208.49,229.74,0.0
2015-08-10,216.33,213.97,218.17,212.9,5584849,2.16,0.48,1.68,1.09,52.14,208.34,229.63,0.0
2015-08-11,213.4,213.4,214.6,210.9,5315647,1.89,0.16,1.72,1.05,51.23,208.36,229.52,0.0
2015-08-12,213.33,211.17,213.33,210.67,11926686,1.47,-0.2,1.67,0.91,47.75,208.52,229.4,0.0
2015-08-13,211.6,210.9,213.13,202.0,6644727,1.11,-0.45,1.56,0.9,47.33,208.72,229.28,0.0
2015-08-14,211.67,212.1,213.5,209.73,7597824,0.91,-0.52,1.43,0.98,49.45,208.9,229.18,0.0
2015-08-17,212.87,211.27,213.2,210.33,4328919,0.67,-0.6,1.28,0.92,48.01,209.07,229.07,0.0
2015-08-18,211.0,209.9,212.4,208.4,9079849,0.37,-0.72,1.1,0.84,45.64,209.26,228.96,0.0
2015-08-19,209.33,211.27,212.0,206.0,7373896,0.24,-0.68,0.93,0.94,48.38,209.47,228.83,0.0
2015-08-20,212.07,219.57,220.23,210.9,18008401,0.8,-0.1,0.9,1.58,61.17,209.9,228.75,0.0
2015-08-21,219.3,220.5,220.87,215.17,17768257,1.3,0.32,0.98,1.65,62.3,210.35,228.66,0.0
2015-08-24,214.03,213.47,219.67,210.4,16485139,1.12,0.11,1.01,1.02,50.39,210.63,228.55,0.0
2015-08-25,214.7,213.27,217.43,208.33,21275217,0.95,-0.05,0.99,1.0,50.1,210.91,228.42,0.0
2015-08-26,211.73,211.77,213.9,209.07,16155688,0.68,-0.25,0.93,0.92,47.85,211.14,228.29,0.0
2015-08-27,215.67,217.13,218.37,210.9,20038834,0.89,-0.03,0.92,1.25,55.53,211.45,228.14,0.0
2015-08-28,219.57,218.0,219.57,216.47,9725322,1.12,0.16,0.96,1.31,56.65,211.75,228.01,0.0
2015-08-31,216.5,216.77,219.0,214.4,9634683,1.18,0.18,1.01,1.2,54.56,211.94,227.86,0.0
2015-09-01,215.0,210.3,215.93,209.53,9470865,0.71,-0.24,0.95,0.82,45.15,211.95,227.69,0.0
2015-09-02,212.6,213.4,215.37,210.1,13014679,0.57,-0.3,0.87,0.99,49.63,212.04,227.52,0.0
2015-09-03,212.9,213.33,216.47,212.73,10088448,0.45,-0.33,0.79,0.98,49.53,212.14,227.36,0.0
2015-09-04,213.33,211.4,214.33,209.83,15716596,0.2,-0.47,0.67,0.88,46.78,212.26,227.18,0.0
2015-09-07,210.87,208.97,213.0,207.43,7112326,-0.19,-0.69,0.5,0.77,43.49,212.31,227.0,0.0
2015-09-08,208.73,208.6,210.4,206.87,10240566,-0.53,-0.82,0.29,0.75,43.0,212.28,226.81,0.0
2015-09-09,210.17,209.6,210.93,208.57,6123207,-0.7,-0.8,0.09,0.81,44.83,212.29,226.6,0.0
2015-09-10,207.33,208.9,210.53,206.9,8968275,-0.89,-0.79,-0.1,0.78,43.77,212.27,226.4,0.0
2015-09-11,209.8,209.17,210.77,208.1,6712321,-1.01,-0.72,-0.28,0.8,44.31,212.24,226.26,0.0
2015-09-14,209.17,209.1,210.13,207.73,7474416,-1.09,-0.64,-0.44,0.79,44.19,212.18,226.09,0.0
2015-09-15,208.67,211.37,211.93,208.33,5174854,-0.96,-0.41,-0.55,0.96,49.01,212.18,225.95,0.0
2015-09-16,212.43,214.77,215.23,211.47,5589585,-0.58,-0.03,-0.55,1.23,55.23,212.3,225.81,0.0
2015-09-18,216.67,212.0,218.67,209.83,12828255,-0.49,0.05,-0.54,1.0,49.89,212.4,225.65,0.0
2015-09-21,210.93,209.5,211.53,208.93,6798498,-0.62,-0.06,-0.56,0.84,45.6,212.46,225.48,0.0
2015-09-22,210.6,208.1,212.17,206.67,14938507,-0.83,-0.21,-0.61,0.77,43.35,212.42,225.31,0.0
2015-09-23,204.67,210.73,212.7,204.67,11655003,-0.77,-0.12,-0.64,0.94,48.49,212.47,225.09,0.0
2015-09-24,209.87,215.03,215.57,209.67,14121253,-0.37,0.22,-0.59,1.25,55.58,212.59,224.86,0.0
2015-09-28,215.43,212.83,216.67,212.27,6358347,-0.23,0.29,-0.52,1.07,51.66,212.61,224.6,0.0
2015-09-29,212.63,213.6,216.67,211.33,8298573,-0.05,0.37,-0.42,1.12,52.91,212.58,224.35,0.0
2015-09-30,214.67,219.2,219.9,213.33,13463322,0.53,0.76,-0.23,1.55,60.85,212.69,224.13,0.0
2015-10-01,218.03,219.17,222.57,218.03,6206746,0.98,0.97,0.01,1.55,60.79,212.9,223.9,0.0
2015-10-05,220.0,219.67,221.0,217.87,9321171,1.36,1.08,0.28,1.59,61.46,213.1,223.68,0.0
2015-10-06,221.33,228.57,229.1,219.2,10720507,2.35,1.66,0.7,2.45,70.99,213.47,223.52,0.0
2015-10-07,229.3,231.5,233.33,228.2,10707505,3.34,2.11,1.22,2.75,73.33,213.9,223.41,0.0
2015-10-08,231.17,226.07,231.17,223.6,9368313,3.64,1.93,1.71,1.72,63.17,214.27,223.3,0.0
2015-10-09,227.27,228.97,229.87,226.8,5534713,4.06,1.88,2.18,1.93,65.89,214.7,223.19,0.0
2015-10-12,228.7,227.17,232.27,225.9,6068418,4.21,1.62,2.58,1.69,62.79,215.19,223.1,0.0
2015-10-13,226.67,229.37,230.6,226.43,7005234,4.44,1.49,2.96,1.85,64.96,215.56,223.0,0.0
2015-10-14,229.47,229.4,230.43,228.33,9082618,4.58,1.3,3.28,1.86,64.99,215.8,222.9,0.0
2015-10-15,229.33,232.93,234.93,229.1,9495547,4.92,1.31,3.61,2.17,68.41,216.04,222.82,0.0
2015-10-16,232.03,232.57,233.33,229.0,9636885,5.1,1.2,3.91,2.09,67.68,216.29,222.76,0.0
2015-10-19,232.0,234.0,234.67,230.13,11187712,5.3,1.11,4.19,2.24,69.09,216.55,222.7,0.0
2015-10-20,233.67,232.43,234.17,231.87,7386676,5.27,0.87,4.4,1.92,65.71,216.85,222.63,0.0
2015-10-21,232.73,232.37,233.33,231.77,5465787,5.18,0.62,4.56,1.91,65.58,217.17,222.57,0.0
2015-10-23,233.4,238.9,239.3,233.4,8724757,5.57,0.81,4.76,2.59,72.14,217.67,222.54,0.0
2015-10-26,239.23,237.67,239.87,236.67,7896529,5.72,0.77,4.95,2.27,69.45,218.16,222.5,0.0
2015-10-27,236.47,237.33,237.97,235.5,14940123,5.74,0.63,5.11,2.19,68.69,218.68,222.45,0.0
2015-10-28,236.23,236.8,239.3,236.0,9712458,5.65,0.43,5.22,2.07,67.45,219.2,222.43,0.0
2015-10-29,236.73,233.33,237.33,231.4,7638666,5.24,0.02,5.22,1.49,59.83,219.62,222.42,0.0
2015-10-30,234.3,223.1,234.3,220.6,27778047,4.04,-0.95,4.99,0.79,44.04,219.86,222.33,0.0
2015-11-02,222.0,224.8,226.47,219.97,10326031,3.19,-1.44,4.63,0.87,46.56,220.16,222.26,0.0
2015-11-03,224.53,223.23,225.93,221.87,3911080,2.36,-1.81,4.17,0.8,44.57,220.39,222.19,0.0
2015-11-04,224.57,223.8,225.47,222.67,4980087,1.73,-1.95,3.69,0.83,45.48,220.48,222.11,0.0
2015-11-05,222.67,224.77,226.13,222.17,5388102,1.3,-1.91,3.21,0.89,47.08,220.56,222.07,0.0
2015-11-06,223.77,225.13,226.3,223.33,4463298,0.97,-1.79,2.76,0.91,47.7,220.8,222.0,0.0
2015-11-09,221.0,228.7,229.33,220.23,11999874,0.99,-1.42,2.41,1.15,53.46,221.11,221.95,0.0
2015-11-10,227.2,224.5,230.03,223.43,7228746,0.65,-1.4,2.06,0.88,46.91,221.36,221.87,0.0
2015-11-13,220.27,219.87,222.53,218.07,18630919,0.02,-1.63,1.65,0.69,40.95,221.42,221.74,0.0
2015-11-16,220.0,225.53,226.0,219.73,8773749,-0.03,-1.34,1.31,0.98,49.41,221.57,221.69,0.0
2015-11-17,228.13,232.73,233.5,226.07,11572887,0.51,-0.64,1.15,1.36,57.71,221.89,221.68,0.0
2015-11-18,234.0,231.9,234.1,229.4,9966220,0.85,-0.24,1.09,1.3,56.56,222.32,221.68,0.0
2015-11-19,233.33,234.7,235.33,232.53,16937770,1.34,0.2,1.14,1.47,59.5,222.74,221.65,0.0
2015-11-20,234.83,229.63,234.83,228.73,9858141,1.3,0.13,1.17,1.11,52.57,223.07,221.59,0.0
2015-11-23,228.9,224.83,229.9,224.17,8989701,0.88,-0.24,1.11,0.89,46.98,223.34,221.48,0.0
2015-11-24,226.1,223.93,226.4,221.53,13086351,0.46,-0.52,0.98,0.85,46.0,223.64,221.37,0.0
2015-11-26,224.1,228.53,230.0,223.23,9415474,0.49,-0.39,0.89,1.07,51.59,224.04,221.31,0.0
2015-11-27,229.6,229.57,230.0,225.9,5677126,0.6,-0.23,0.83,1.12,52.78,224.44,221.24,0.0
2015-11-30,228.8,230.77,231.2,227.03,17255164,0.77,-0.05,0.82,1.18,54.18,224.87,221.17,0.0
2015-12-01,230.13,230.83,231.33,227.33,10126924,0.9,0.07,0.83,1.19,54.25,225.31,221.09,0.0
2015-12-02,230.67,232.93,233.17,228.27,4635016,1.16,0.26,0.9,1.32,56.85,225.78,221.01,0.0
2015-12-03,230.73,228.9,231.93,228.2,5594215,1.03,0.1,0.92,1.04,50.89,226.13,220.93,0.0
2015-12-04,227.53,223.97,227.83,223.33,13623823,0.52,-0.32,0.84,0.81,44.71,226.32,220.82,0.0
2015-12-07,223.33,209.03,223.93,207.03,50870427,-1.08,-1.54,0.46,0.47,32.02,226.26,220.63,0.0
2015-12-08,207.33,209.83,212.13,207.07,19004238,-2.25,-2.17,-0.08,0.5,33.12,226.26,220.44,0.0
2015-12-09,213.0,211.6,213.0,210.17,15074449,-3.0,-2.34,-0.67,0.55,35.59,226.33,220.24,0.0
2015-12-10,211.67,214.17,214.5,211.33,8328300,-3.36,-2.15,-1.21,0.64,39.11,226.4,220.01,0.0
2015-12-11,214.0,214.0,214.97,210.27,9011226,-3.61,-1.92,-1.69,0.64,38.96,226.38,219.77,0.0
2015-12-14,213.33,213.4,214.93,211.43,7292185,-3.81,-1.7,-2.11,0.62,38.39,226.39,219.54,0.0
2015-12-15,213.33,215.3,215.93,212.0,10089568,-3.77,-1.33,-2.44,0.7,41.3,226.43,219.29,0.0
2015-12-16,215.33,212.83,216.43,212.07,7798696,-3.9,-1.16,-2.73,0.63,38.74,226.3,219.06,0.0
2015-12-17,213.13,213.67,214.5,210.87,8683828,-3.89,-0.92,-2.96,0.67,40.1,226.19,218.81,0.0
2015-12-18,213.93,211.4,215.33,210.93,14226303,-4.01,-0.84,-3.17,0.6,37.67,226.03,218.53,0.0
2015-12-21,213.33,217.7,218.3,211.37,8042634,-3.56,-0.31,-3.25,0.89,47.23,225.81,218.3,0.0
2015-12-22,216.7,213.5,217.0,213.0,6092220,-3.51,-0.2,-3.3,0.74,42.54,225.45,218.06,0.0
2015-12-23,214.67,214.33,216.0,213.33,5272521,-3.35,-0.04,-3.31,0.78,43.73,225.21,217.98,0.0
2015-12-24,215.33,215.8,216.5,213.73,3658225,-3.08,0.19,-3.27,0.85,45.87,224.95,217.92,0.0
2015-12-28,215.13,217.47,218.03,214.97,9082360,-2.7,0.45,-3.15,0.93,48.27,224.76,217.86,0.0
2015-12-29,217.63,216.57,218.67,215.57,4435326,-2.44,0.57,-3.01,0.89,47.06,224.5,217.79,0.0
2015-12-30,217.67,217.7,218.33,216.17,4799706,-2.12,0.71,-2.83,0.95,48.79,224.27,217.75,0.0
2015-12-31,217.0,218.53,220.0,215.57,8033028,-1.78,0.84,-2.62,1.0,50.09,223.98,217.72,0.0
2016-01-01,218.4,218.33,219.33,217.1,1479457,-1.5,0.89,-2.4,0.99,49.76,223.69,217.68,0.0
2016-01-04,217.0,216.73,217.4,214.37,5906445,-1.4,0.8,-2.2,0.89,47.12,223.35,217.61,0.0
2016-01-05,216.73,216.57,217.6,216.03,5816482,-1.32,0.7,-2.02,0.88,46.85,223.03,217.56,0.0
2016-01-06,218.0,210.07,218.0,209.7,15234480,-1.76,0.21,-1.97,0.6,37.5,222.58,217.49,0.0
2016-01-07,209.2,206.4,209.2,205.77,11809210,-2.37,-0.32,-2.05,0.5,33.44,221.93,217.39,0.0
2016-01-08,207.47,209.1,211.33,206.5,9840336,-2.61,-0.45,-2.16,0.63,38.7,221.36,217.32,0.0
2016-01-11,206.67,210.7,211.2,206.5,6876723,-2.64,-0.38,-2.26,0.71,41.64,220.83,217.26,0.0
2016-01-12,210.17,210.1,211.27,208.33,6954766,-2.68,-0.34,-2.34,0.69,40.85,220.3,217.22,0.0
2016-01-13,211.57,210.5,213.6,209.77,6862585,-2.65,-0.25,-2.41,0.71,41.64,219.84,217.18,0.0
2016-01-14,209.1,211.5,212.5,208.17,11491224,-2.52,-0.09,-2.43,0.78,43.68,219.61,217.15,0.0
2016-01-15,210.07,209.27,211.6,208.2,7979745,-2.57,-0.11,-2.46,0.67,40.3,219.3,217.11,0.0
2016-01-18,209.27,210.27,212.43,208.83,11830011,-2.49,-0.03,-2.46,0.74,42.45,219.04,217.08,0.0
2016-01-19,210.17,209.37,211.67,207.97,6836110,-2.48,-0.01,-2.47,0.7,41.02,218.75,217.07,0.0
2016-01-20,206.93,205.97,213.33,203.33,9643707,-2.71,-0.19,-2.52,0.56,36.06,218.37,217.01,0.0
2016-01-21,207.77,204.27,207.77,202.43,12559260,-3.0,-0.38,-2.61,0.51,33.86,217.96,216.94,0.0
2016-01-22,206.0,205.83,208.5,201.73,15241477,-3.06,-0.36,-2.7,0.6,37.62,217.5,216.86,0.0
