Date,Open,Close,High,Low,Volume,macd,macd_h,macd_s,rs,rsi,SMA_50,SMA_200,Output
2018-07-23,279.5,284.15,286.65,277.15,26056261,2.03,1.06,0.97,1.96,66.2,271.0,267.48,0.0
2018-07-24,284.5,285.65,287.0,283.55,12111542,2.85,1.5,1.35,2.07,67.45,271.07,267.58,0.0
2018-07-25,284.25,286.15,286.95,283.2,13301823,3.5,1.72,1.78,2.11,67.87,271.08,267.68,0.0
2018-07-26,287.0,287.2,291.15,284.2,20698478,4.05,1.82,2.23,2.2,68.79,271.24,267.78,0.0
2018-07-27,300.0,302.55,307.15,295.0,75862167,5.66,2.75,2.92,3.65,78.48,271.65,267.96,0.0
2018-07-30,302.0,301.05,303.6,300.0,17080727,6.74,3.06,3.68,3.17,75.99,272.02,268.14,0.0
2018-07-31,300.75,297.7,301.35,295.55,14563274,7.24,2.85,4.39,2.4,70.62,272.4,268.29,0.0
2018-08-01,298.05,301.6,302.95,296.1,14624672,7.86,2.78,5.09,2.71,73.01,272.96,268.47,0.0
2018-08-02,300.5,299.2,303.5,297.3,9847568,8.07,2.38,5.68,2.25,69.27,273.45,268.63,0.0
2018-08-03,300.0,303.95,305.4,298.15,12470372,8.52,2.27,6.25,2.61,72.3,274.08,268.81,0.0
2018-08-06,305.0,301.8,306.9,300.0,7683950,8.6,1.88,6.72,2.22,68.99,274.62,268.97,0.0
2018-08-07,302.95,301.1,304.2,299.75,7188627,8.51,1.43,7.08,2.12,67.9,275.16,269.13,0.0
2018-08-08,300.25,300.95,302.4,300.0,6442258,8.33,1.0,7.33,2.09,67.65,275.74,269.3,0.0
2018-08-09,301.75,302.5,304.6,300.05,9221385,8.22,0.71,7.51,2.22,68.91,276.35,269.47,0.0
2018-08-10,302.0,304.8,306.9,301.15,14777932,8.22,0.57,7.65,2.42,70.73,277.05,269.65,0.0
2018-08-13,304.0,305.95,307.8,303.15,9957591,8.22,0.46,7.76,2.52,71.62,277.79,269.84,0.0
2018-08-14,307.0,307.9,310.2,306.85,12315926,8.28,0.42,7.87,2.72,73.12,278.6,270.03,0.0
2018-08-16,307.9,307.45,308.5,305.1,18674289,8.2,0.27,7.94,2.59,72.17,279.34,270.24,0.0
2018-08-17,307.8,313.75,315.3,307.8,25413745,8.55,0.49,8.06,3.29,76.71,280.19,270.48,0.0
2018-08-20,314.2,313.3,315.0,311.3,19218118,8.68,0.5,8.18,3.13,75.76,281.1,270.7,0.0
2018-08-21,314.5,312.9,317.0,312.0,13618791,8.66,0.38,8.28,2.98,74.87,281.98,270.94,0.0
2018-08-23,314.0,312.0,316.4,307.35,11309613,8.47,0.15,8.32,2.68,72.8,282.81,271.17,0.0
2018-08-24,311.0,310.4,312.0,307.0,5445848,8.1,-0.17,8.27,2.24,69.14,283.66,271.4,0.0
2018-08-27,311.2,313.4,314.85,310.5,5278766,7.95,-0.25,8.21,2.57,71.99,284.58,271.64,0.0
2018-08-28,314.0,311.65,315.8,311.0,6609740,7.61,-0.48,8.09,2.13,68.05,285.53,271.87,0.0
2018-08-29,311.7,312.8,315.45,310.0,10349504,7.35,-0.59,7.94,2.25,69.24,286.49,272.13,0.0
2018-08-30,313.5,319.85,320.6,313.5,24973007,7.62,-0.26,7.88,3.05,75.32,287.57,272.42,0.0
2018-08-31,322.0,319.85,322.6,317.2,18084699,7.74,-0.11,7.85,3.05,75.32,288.69,272.73,0.0
2018-09-03,322.95,313.2,322.95,311.05,9112998,7.22,-0.5,7.73,1.63,61.93,289.74,273.01,0.0
2018-09-04,312.0,309.6,312.2,307.0,11184441,6.45,-1.02,7.47,1.28,56.12,290.63,273.3,0.0
2018-09-05,310.4,310.25,314.45,309.25,10139205,5.82,-1.32,7.14,1.32,56.91,291.58,273.57,0.0
2018-09-06,311.4,310.8,311.75,308.05,7609714,5.3,-1.47,6.77,1.36,57.6,292.5,273.84,0.0
2018-09-07,311.6,310.45,313.2,308.1,7188478,4.81,-1.57,6.38,1.32,56.97,293.45,274.09,0.0
2018-09-10,310.2,306.55,310.75,305.55,9635849,4.06,-1.86,5.91,1.02,50.38,294.38,274.35,0.0
2018-09-11,306.65,297.2,306.75,295.55,26006624,2.68,-2.59,5.27,0.63,38.8,295.0,274.54,0.0
2018-09-12,297.75,306.8,307.6,295.4,19423600,2.33,-2.35,4.68,1.05,51.2,295.87,274.78,0.0
2018-09-14,307.0,307.15,308.65,305.05,12823479,2.06,-2.1,4.15,1.07,51.59,296.7,275.02,0.0
2018-09-17,305.0,302.0,306.1,301.5,5825628,1.41,-2.19,3.61,0.85,45.85,297.46,275.23,0.0
2018-09-18,302.2,303.25,304.9,299.3,8199623,0.99,-2.09,3.08,0.9,47.38,298.07,275.46,0.0
2018-09-19,304.5,299.65,305.65,298.0,6150336,0.36,-2.18,2.54,0.77,43.57,298.61,275.67,0.0
2018-09-21,300.4,303.95,306.6,300.4,16337218,0.21,-1.87,2.07,0.96,48.86,299.2,275.91,0.0
2018-09-24,305.0,297.95,306.35,292.5,14452668,-0.4,-1.97,1.58,0.75,42.82,299.62,276.12,0.0
2018-09-25,296.9,301.15,302.35,292.35,13273933,-0.61,-1.75,1.14,0.87,46.61,300.13,276.35,0.0
2018-09-26,303.0,293.15,303.0,289.75,19891787,-1.41,-2.04,0.63,0.65,39.55,300.45,276.55,0.0
2018-09-27,293.5,293.3,295.1,289.5,12084852,-2.0,-2.11,0.1,0.66,39.74,300.9,276.76,0.0
2018-09-28,295.0,297.75,300.0,291.8,24606864,-2.09,-1.76,-0.33,0.82,45.09,301.43,276.98,0.0
2018-10-01,300.85,297.1,302.95,293.4,9025533,-2.19,-1.48,-0.71,0.8,44.47,301.97,277.15,0.0
2018-10-03,297.0,295.2,300.0,294.65,7570160,-2.39,-1.35,-1.04,0.74,42.62,302.51,277.3,0.0
2018-10-04,293.85,287.1,295.7,285.15,8105763,-3.17,-1.7,-1.47,0.56,35.79,302.78,277.43,0.0
2018-10-05,285.5,276.5,286.0,275.1,17622969,-4.59,-2.5,-2.09,0.41,29.2,302.83,277.51,0.0
2018-10-08,279.0,273.2,279.4,269.15,16430487,-5.91,-3.06,-2.86,0.38,27.5,302.61,277.56,0.0
2018-10-09,275.5,268.5,275.5,267.75,10540674,-7.26,-3.52,-3.74,0.34,25.25,302.27,277.58,0.0
2018-10-10,269.9,270.1,271.15,267.2,11479650,-8.1,-3.49,-4.61,0.38,27.43,301.95,277.61,0.0
2018-10-11,265.0,265.2,269.3,263.65,10609934,-9.06,-3.56,-5.5,0.33,25.02,301.51,277.62,0.0
2018-10-12,267.5,275.2,277.65,267.3,13425871,-8.91,-2.73,-6.18,0.59,37.14,300.96,277.68,0.0
2018-10-15,278.95,282.5,283.6,276.0,17933322,-8.11,-1.54,-6.57,0.79,44.23,300.59,277.77,0.0
2018-10-16,283.0,282.65,283.75,276.35,11867994,-7.38,-0.65,-6.73,0.8,44.36,300.29,277.87,0.0
2018-10-17,283.9,286.45,291.65,281.55,15307324,-6.42,0.25,-6.67,0.92,47.9,299.99,277.98,0.0
2018-10-19,285.0,289.45,291.55,284.75,8032126,-5.35,1.05,-6.4,1.02,50.57,299.79,278.12,0.0
2018-10-22,292.0,288.5,293.1,287.3,12484871,-4.53,1.5,-6.03,0.99,49.7,299.48,278.25,0.0
2018-10-23,286.0,286.0,291.2,283.55,10843970,-4.04,1.59,-5.63,0.9,47.39,299.17,278.37,0.0
2018-10-24,288.7,287.75,289.65,286.35,8690022,-3.46,1.73,-5.2,0.97,49.17,298.9,278.49,0.0
2018-10-25,286.0,287.55,289.5,284.5,9584217,-2.99,1.76,-4.76,0.96,48.97,298.63,278.63,0.0
2018-10-26,289.7,280.9,289.8,276.0,21475541,-3.12,1.31,-4.43,0.74,42.64,298.2,278.73,0.0
2018-10-29,281.9,283.5,285.25,278.95,11342580,-2.97,1.16,-4.14,0.84,45.6,297.77,278.84,0.0
2018-10-30,283.25,278.95,283.85,278.0,6847149,-3.19,0.76,-3.95,0.71,41.56,297.23,278.92,0.0
2018-10-31,279.55,280.1,281.0,272.85,13501859,-3.23,0.57,-3.8,0.75,42.94,296.68,278.99,0.0
2018-11-01,280.0,277.4,281.8,274.8,9452718,-3.44,0.29,-3.73,0.68,40.52,296.08,279.02,0.0
2018-11-02,278.3,283.25,285.95,278.3,11644681,-3.1,0.5,-3.61,0.9,47.42,295.47,279.09,0.0
2018-11-05,285.25,279.6,285.25,278.4,7381232,-3.09,0.41,-3.5,0.79,43.99,294.79,279.14,0.0
2018-11-06,281.1,277.3,281.85,276.1,9766345,-3.23,0.22,-3.45,0.72,41.93,294.08,279.19,0.0
2018-11-07,281.0,280.05,281.0,278.8,957139,-3.08,0.29,-3.37,0.83,45.23,293.44,279.25,0.0
2018-11-09,279.0,277.25,279.7,275.9,15034793,-3.16,0.17,-3.33,0.74,42.58,292.78,279.33,0.0
2018-11-12,277.8,273.85,278.2,273.25,7047500,-3.45,-0.09,-3.35,0.65,39.55,291.99,279.37,0.0
2018-11-13,273.95,276.85,277.9,273.15,6700755,-3.4,-0.04,-3.36,0.77,43.38,291.29,279.39,0.0
2018-11-14,278.1,276.45,278.4,274.65,6915975,-3.35,0.01,-3.36,0.75,42.99,290.56,279.4,0.0
2018-11-15,276.85,274.5,279.25,273.5,12153864,-3.44,-0.06,-3.38,0.7,41.04,289.66,279.4,0.0
2018-11-16,275.8,276.55,278.3,275.25,12635521,-3.3,0.06,-3.36,0.78,43.92,288.79,279.4,0.0
2018-11-19,277.35,284.5,285.0,276.5,16720100,-2.52,0.68,-3.19,1.15,53.39,288.22,279.42,0.0
